Enhetsnamn;Årskurs;Kön;Skolform;År;Månad;Total schemalagd tid;Närvarande;Total frånvaro;Giltig frånvaro;Ogiltig frånvaro;Ej registrerad
Asperöskolan F-3;2;Flicka;Grundskola;2025;11;19280;16465;655;655;0;2160
Asperöskolan F-3;2;Pojke;Grundskola;2025;11;14460;12550;290;290;0;1620
Asperöskolan F-3;2;Pojke;Grundskola;2025;12;10395;8875;470;470;0;1050
Asperöskolan F-3;2;Flicka;Grundskola;2025;12;13860;12045;495;495;0;1320
Asperöskolan F-3;2;Flicka;Grundskola;2026;1;15620;13750;350;350;0;1520
Asperöskolan F-3;2;Pojke;Grundskola;2026;1;11715;9800;775;775;0;1140
Asperöskolan F-3;2;Flicka;Grundskola;2026;2;12980;9215;2685;2685;0;1080
Asperöskolan F-3;2;Pojke;Grundskola;2026;2;9735;7755;1170;1170;0;810
Asperöskolan F-3;2;Pojke;Grundskola;2026;3;13215;9665;1795;1795;0;1755
Asperöskolan F-3;2;Flicka;Grundskola;2026;3;17620;14685;595;595;0;2340
Asperöskolan F-3;2;Flicka;Grundskola;2026;4;1680;1170;390;390;0;120
Asperöskolan F-3;2;Pojke;Grundskola;2026;4;1260;1170;0;0;0;90
Asperöskolan F-3;3;Pojke;Grundskola;2025;8;5775;5295;0;0;0;480
Asperöskolan F-3;3;Flicka;Grundskola;2025;8;1925;1705;60;60;0;160
Asperöskolan F-3;3;Flicka;Grundskola;2025;9;5245;4605;0;0;0;640
Asperöskolan F-3;3;Pojke;Grundskola;2025;9;15915;12500;1415;1415;0;2000
Asperöskolan F-3;3;Pojke;Grundskola;2025;10;14205;13035;40;40;0;1130
Asperöskolan F-3;3;Flicka;Grundskola;2025;10;4655;4335;0;0;0;320
Asperöskolan F-3;3;Flicka;Grundskola;2025;11;5120;3715;885;885;0;520
Asperöskolan F-3;3;Pojke;Grundskola;2025;11;15660;12280;1820;1735;85;1560
Asperöskolan F-3;3;Flicka;Grundskola;2025;12;3690;3450;0;0;0;240
Asperöskolan F-3;3;Pojke;Grundskola;2025;12;11250;10175;355;355;0;720
Asperöskolan F-3;3;Pojke;Grundskola;2026;1;12750;11205;540;540;0;1005
Asperöskolan F-3;3;Flicka;Grundskola;2026;1;4170;3850;0;0;0;320
Asperöskolan F-3;3;Flicka;Grundskola;2026;2;3475;3235;0;0;0;240
Asperöskolan F-3;3;Pojke;Grundskola;2026;2;10605;8515;1370;1370;0;720
Asperöskolan F-3;3;Pojke;Grundskola;2026;3;14295;11580;1200;1200;0;1515
Asperöskolan F-3;3;Flicka;Grundskola;2026;3;4705;4200;0;0;0;505
Asperöskolan F-3;3;Flicka;Grundskola;2026;4;415;415;0;0;0;0
Asperöskolan F-3;3;Pojke;Grundskola;2026;4;1305;1245;0;0;0;60
Backaskolan F-6;0;Flicka;Grundskola;2025;8;52890;47935;1515;1230;285;3440
Backaskolan F-6;0;Pojke;Grundskola;2025;8;49030;42095;3615;3415;200;3320
Backaskolan F-6;0;Pojke;Grundskola;2025;9;103350;78367;6978;6468;510;18005
Backaskolan F-6;0;Flicka;Grundskola;2025;9;111540;90079;3456;3180;276;18005
Backaskolan F-6;0;Flicka;Grundskola;2025;10;103015;76657;5298;4565;733;21060
Backaskolan F-6;0;Pojke;Grundskola;2025;10;95365;69140;5165;4577;588;21060
Backaskolan F-6;0;Flicka;Grundskola;2025;11;114290;101111;6809;6185;624;6370
Backaskolan F-6;0;Pojke;Grundskola;2025;11;105800;84685;14745;14247;498;6370
Backaskolan F-6;0;Flicka;Grundskola;2025;12;81210;71549;5956;5585;371;3705
Backaskolan F-6;0;Pojke;Grundskola;2025;12;72165;59378;9082;8635;447;3705
Backaskolan F-6;0;Flicka;Grundskola;2026;1;92485;79035;8055;7780;275;5395
Backaskolan F-6;0;Pojke;Grundskola;2026;1;82180;63949;12836;12180;656;5395
Backaskolan F-6;0;Pojke;Grundskola;2026;2;67485;60956;4774;4355;419;1755
Backaskolan F-6;0;Flicka;Grundskola;2026;2;78570;65865;10755;9905;850;1950
Backaskolan F-6;0;Pojke;Grundskola;2026;3;90885;82132;8753;8003;750;0
Backaskolan F-6;0;Flicka;Grundskola;2026;3;106065;94132;11933;11645;288;0
Backaskolan F-6;0;Flicka;Grundskola;2026;4;11695;8945;1645;1645;0;1105
Backaskolan F-6;0;Pojke;Grundskola;2026;4;10015;8432;478;340;138;1105
Backaskolan F-6;1;Flicka;Grundskola;2025;8;55020;51235;3785;1530;2255;0
Backaskolan F-6;1;Pojke;Grundskola;2025;8;60880;54550;6330;4075;2255;0
Backaskolan F-6;1;Pojke;Grundskola;2025;9;130115;122370;7385;4270;3115;360
Backaskolan F-6;1;Flicka;Grundskola;2025;9;115800;110785;4775;4640;135;240
Backaskolan F-6;1;Pojke;Grundskola;2025;10;116395;107300;9035;8255;780;60
Backaskolan F-6;1;Flicka;Grundskola;2025;10;106215;101915;4300;4135;165;0
Backaskolan F-6;1;Pojke;Grundskola;2025;11;127890;119175;8535;3585;4950;180
Backaskolan F-6;1;Flicka;Grundskola;2025;11;118005;112360;5585;5585;0;60
Backaskolan F-6;1;Pojke;Grundskola;2025;12;91320;78790;12290;8580;3710;240
Backaskolan F-6;1;Flicka;Grundskola;2025;12;84780;79835;4885;4810;75;60
Backaskolan F-6;1;Flicka;Grundskola;2026;1;95760;81880;12615;12480;135;1265
Backaskolan F-6;1;Pojke;Grundskola;2026;1;102985;78725;22745;18925;3820;1515
Backaskolan F-6;1;Pojke;Grundskola;2026;2;81725;70220;11160;11080;80;345
Backaskolan F-6;1;Flicka;Grundskola;2026;2;78840;69245;9595;9520;75;0
Backaskolan F-6;1;Flicka;Grundskola;2026;3;109440;87130;5750;5750;0;16560
Backaskolan F-6;1;Pojke;Grundskola;2026;3;113455;89125;7590;7590;0;16740
Backaskolan F-6;1;Flicka;Grundskola;2026;4;11580;8205;735;735;0;2640
Backaskolan F-6;1;Pojke;Grundskola;2026;4;11505;7470;1615;1615;0;2420
Backaskolan F-6;2;Pojke;Anpassad grundskola;2025;8;2240;2190;0;0;0;50
Backaskolan F-6;2;Pojke;Grundskola;2025;8;69105;60755;4555;2910;1645;3795
Backaskolan F-6;2;Flicka;Grundskola;2025;8;48260;38425;6115;5815;300;3720
Backaskolan F-6;2;Flicka;Grundskola;2025;9;103330;88630;7045;6965;80;7655
Backaskolan F-6;2;Pojke;Anpassad grundskola;2025;9;4640;3530;895;895;0;215
Backaskolan F-6;2;Pojke;Grundskola;2025;9;141970;123795;8700;8585;115;9475
Backaskolan F-6;2;Pojke;Grundskola;2025;10;128200;106070;11135;11005;130;10995
Backaskolan F-6;2;Flicka;Grundskola;2025;10;93380;78030;6015;5835;180;9335
Backaskolan F-6;2;Pojke;Anpassad grundskola;2025;10;4270;3770;285;285;0;215
Backaskolan F-6;2;Pojke;Anpassad grundskola;2025;11;4705;3870;215;215;0;620
Backaskolan F-6;2;Flicka;Grundskola;2025;11;104265;80295;12930;12915;15;11040
Backaskolan F-6;2;Pojke;Grundskola;2025;11;143020;117325;9490;9330;160;16205
Backaskolan F-6;2;Pojke;Anpassad grundskola;2025;12;3360;2755;390;390;0;215
Backaskolan F-6;2;Pojke;Grundskola;2025;12;102870;85380;9995;9705;290;7495
Backaskolan F-6;2;Flicka;Grundskola;2025;12;71640;57110;8970;8960;10;5560
Backaskolan F-6;2;Pojke;Grundskola;2026;1;108320;93490;8505;7575;930;6325
Backaskolan F-6;2;Flicka;Grundskola;2026;1;80620;61470;13210;12615;595;5940
Backaskolan F-6;2;Pojke;Anpassad grundskola;2026;1;3800;2980;740;740;0;80
Backaskolan F-6;2;Pojke;Anpassad grundskola;2026;2;3085;2600;410;410;0;75
Backaskolan F-6;2;Pojke;Grundskola;2026;2;87790;81595;3995;3830;165;2200
Backaskolan F-6;2;Flicka;Grundskola;2026;2;65840;57410;6285;6065;220;2145
Backaskolan F-6;2;Pojke;Grundskola;2026;3;127015;115655;6605;6545;60;4755
Backaskolan F-6;2;Flicka;Grundskola;2026;3;96550;83985;9765;9655;110;2800
Backaskolan F-6;2;Pojke;Anpassad grundskola;2026;3;9610;6175;840;840;0;2595
Backaskolan F-6;2;Flicka;Grundskola;2026;4;10265;6710;1035;1035;0;2520
Backaskolan F-6;2;Pojke;Anpassad grundskola;2026;4;1350;440;0;0;0;910
Backaskolan F-6;2;Pojke;Grundskola;2026;4;15010;7642;2258;2198;60;5110
Backaskolan F-6;3;Flicka;Grundskola;2025;8;70995;60685;5465;5279;186;4845
Backaskolan F-6;3;Pojke;Grundskola;2025;8;53510;46706;3589;3405;184;3215
Backaskolan F-6;3;Pojke;Anpassad grundskola;2025;8;2330;2240;0;0;0;90
Backaskolan F-6;3;Pojke;Anpassad grundskola;2025;9;3960;3825;0;0;0;135
Backaskolan F-6;3;Pojke;Grundskola;2025;9;100125;84439;12971;12085;886;2715
Backaskolan F-6;3;Flicka;Grundskola;2025;9;143490;130973;7617;7465;152;4900
Backaskolan F-6;3;Pojke;Anpassad grundskola;2025;10;3765;3440;0;0;0;325
Backaskolan F-6;3;Pojke;Grundskola;2025;10;88875;77834;8341;7970;371;2700
Backaskolan F-6;3;Flicka;Grundskola;2025;10;129190;117209;8736;8425;311;3245
Backaskolan F-6;3;Pojke;Grundskola;2025;11;95025;83007;6918;6435;483;5100
Backaskolan F-6;3;Pojke;Anpassad grundskola;2025;11;4235;3650;220;220;0;365
Backaskolan F-6;3;Flicka;Grundskola;2025;11;152110;132986;9079;8276;803;10045
Backaskolan F-6;3;Pojke;Grundskola;2025;12;68175;61805;2175;2105;70;4195
Backaskolan F-6;3;Flicka;Grundskola;2025;12;109080;90386;11584;11125;459;7110
Backaskolan F-6;3;Pojke;Anpassad grundskola;2025;12;3015;2650;0;0;0;365
Backaskolan F-6;3;Flicka;Grundskola;2026;1;119480;97226;12184;11875;309;10070
Backaskolan F-6;3;Pojke;Anpassad grundskola;2026;1;3450;2795;390;390;0;265
Backaskolan F-6;3;Pojke;Grundskola;2026;1;80750;66152;8218;8122;96;6380
Backaskolan F-6;3;Pojke;Grundskola;2026;2;66625;57546;7509;7155;354;1570
Backaskolan F-6;3;Flicka;Grundskola;2026;2;98865;84601;11119;9040;2079;3145
Backaskolan F-6;3;Pojke;Anpassad grundskola;2026;2;2760;2455;0;0;0;305
Backaskolan F-6;3;Flicka;Grundskola;2026;3;137025;118145;13220;9620;3600;5660
Backaskolan F-6;3;Pojke;Grundskola;2026;3;96760;82237;7923;6910;1013;6600
Backaskolan F-6;3;Pojke;Anpassad grundskola;2026;3;9200;5385;405;405;0;3410
Backaskolan F-6;3;Flicka;Grundskola;2026;4;14100;12485;1615;1220;395;0
Backaskolan F-6;3;Pojke;Anpassad grundskola;2026;4;1320;690;0;0;0;630
Backaskolan F-6;3;Pojke;Grundskola;2026;4;10370;8980;760;85;675;630
Backaskolan F-6;4;Pojke;Grundskola;2025;8;65665;33145;4255;4160;95;28265
Backaskolan F-6;4;Flicka;Grundskola;2025;8;54190;27880;2445;2275;170;23865
Backaskolan F-6;4;Flicka;Grundskola;2025;9;128195;109730;6130;5755;375;12335
Backaskolan F-6;4;Pojke;Grundskola;2025;9;141975;121010;8005;7720;285;12960
Backaskolan F-6;4;Flicka;Grundskola;2025;10;119190;89842;7213;6820;393;22135
Backaskolan F-6;4;Pojke;Grundskola;2025;10;127125;94590;9405;9100;305;23130
Backaskolan F-6;4;Pojke;Grundskola;2025;11;146240;109595;10315;9725;590;26330
Backaskolan F-6;4;Flicka;Grundskola;2025;11;134285;96695;14680;14195;485;22910
Backaskolan F-6;4;Flicka;Grundskola;2025;12;95685;63540;13285;13040;245;18860
Backaskolan F-6;4;Pojke;Grundskola;2025;12;100060;74695;4980;4830;150;20385
Backaskolan F-6;4;Pojke;Anpassad grundskola;2025;12;3915;3085;50;0;50;780
Backaskolan F-6;4;Flicka;Grundskola;2026;1;102660;69075;6270;5985;285;27315
Backaskolan F-6;4;Pojke;Grundskola;2026;1;114300;79024;5851;5265;586;29425
Backaskolan F-6;4;Flicka;Grundskola;2026;2;83840;68070;2115;1900;215;13655
Backaskolan F-6;4;Pojke;Grundskola;2026;2;95120;72360;7625;7350;275;15135
Backaskolan F-6;4;Pojke;Grundskola;2026;3;137245;107218;8417;7625;792;21610
Backaskolan F-6;4;Flicka;Grundskola;2026;3;113140;88370;9545;8980;565;15225
Backaskolan F-6;4;Pojke;Grundskola;2026;4;14705;5630;335;315;20;8740
Backaskolan F-6;4;Flicka;Grundskola;2026;4;11160;3835;430;425;5;6895
Backaskolan F-6;5;Pojke;Grundskola;2025;8;84805;74513;8702;8650;52;1590
Backaskolan F-6;5;Pojke;Anpassad grundskola;2025;8;2415;305;0;0;0;2110
Backaskolan F-6;5;Flicka;Grundskola;2025;8;35510;32203;3307;3295;12;0
Backaskolan F-6;5;Pojke;Grundskola;2025;9;185215;154608;10267;9595;672;20340
Backaskolan F-6;5;Flicka;Grundskola;2025;9;75975;62202;5568;5505;63;8205
Backaskolan F-6;5;Pojke;Anpassad grundskola;2025;9;5200;110;0;0;0;5090
Backaskolan F-6;5;Flicka;Grundskola;2025;10;73160;47102;4428;4335;93;21630
Backaskolan F-6;5;Pojke;Grundskola;2025;10;170550;111510;7600;6735;865;51440
Backaskolan F-6;5;Pojke;Anpassad grundskola;2025;10;4675;165;55;55;0;4455
Backaskolan F-6;5;Pojke;Anpassad grundskola;2025;11;5170;165;55;55;0;4950
Backaskolan F-6;5;Flicka;Grundskola;2025;11;88695;61080;3500;3230;270;24115
Backaskolan F-6;5;Pojke;Grundskola;2025;11;189850;125530;13425;12755;670;50895
Backaskolan F-6;5;Flicka;Grundskola;2025;12;63960;46885;3765;3405;360;13310
Backaskolan F-6;5;Pojke;Grundskola;2025;12;136185;95181;12529;12240;289;28475
Backaskolan F-6;5;Pojke;Anpassad grundskola;2025;12;3705;110;55;55;0;3540
Backaskolan F-6;5;Pojke;Grundskola;2026;1;154845;124033;18812;18075;737;12000
Backaskolan F-6;5;Pojke;Anpassad grundskola;2026;1;4165;110;165;165;0;3890
Backaskolan F-6;5;Flicka;Grundskola;2026;1;72500;61517;5423;5045;378;5560
Backaskolan F-6;5;Pojke;Anpassad grundskola;2026;2;3450;110;165;165;0;3175
Backaskolan F-6;5;Flicka;Grundskola;2026;2;59700;44280;7815;7545;270;7605
Backaskolan F-6;5;Pojke;Grundskola;2026;2;127755;99163;12372;11850;522;16220
Backaskolan F-6;5;Pojke;Anpassad grundskola;2026;3;10100;2820;350;350;0;6930
Backaskolan F-6;5;Flicka;Grundskola;2026;3;85225;57500;7225;6775;450;20500
Backaskolan F-6;5;Pojke;Grundskola;2026;3;177880;126915;9925;9380;545;41040
Backaskolan F-6;5;Pojke;Anpassad grundskola;2026;4;1390;220;0;0;0;1170
Backaskolan F-6;5;Flicka;Grundskola;2026;4;9410;7405;735;735;0;1270
Backaskolan F-6;5;Pojke;Grundskola;2026;4;19280;16155;975;970;5;2150
Backaskolan F-6;6;Flicka;Grundskola;2025;8;56900;45797;2408;2338;70;8695
Backaskolan F-6;6;Pojke;Grundskola;2025;8;73805;57310;4995;4255;740;11500
Backaskolan F-6;6;Flicka;Grundskola;2025;9;129280;114030;6870;6655;215;8380
Backaskolan F-6;6;Pojke;Grundskola;2025;9;161455;142973;8507;8175;332;9975
Backaskolan F-6;6;Pojke;Grundskola;2025;10;143840;127605;9480;9165;315;6755
Backaskolan F-6;6;Flicka;Grundskola;2025;10;116020;99128;11392;11199;193;5500
Backaskolan F-6;6;Pojke;Grundskola;2025;11;157280;133397;8773;8470;303;15110
Backaskolan F-6;6;Flicka;Grundskola;2025;11;134340;114843;7127;6905;222;12370
Backaskolan F-6;6;Pojke;Grundskola;2025;12;112530;98240;9085;8913;172;5205
Backaskolan F-6;6;Flicka;Grundskola;2025;12;95790;80375;10370;10150;220;5045
Backaskolan F-6;6;Flicka;Grundskola;2026;1;106630;83023;10172;9920;252;13435
Backaskolan F-6;6;Pojke;Grundskola;2026;1;127250;97299;13461;13200;261;16490
Backaskolan F-6;6;Flicka;Grundskola;2026;2;88180;77185;10145;10130;15;850
Backaskolan F-6;6;Pojke;Grundskola;2026;2;105080;94470;9890;9685;205;720
Backaskolan F-6;6;Flicka;Grundskola;2026;3;121670;109437;7563;7310;253;4670
Backaskolan F-6;6;Pojke;Grundskola;2026;3;145030;125619;14141;13270;871;5270
Backaskolan F-6;6;Pojke;Grundskola;2026;4;15360;12455;1165;1165;0;1740
Backaskolan F-6;6;Flicka;Grundskola;2026;4;12720;10480;940;940;0;1300
Backegårdsskolan F-6;0;Pojke;Grundskola;2025;8;14670;13025;1645;1625;20;0
Backegårdsskolan F-6;0;Flicka;Grundskola;2025;8;24940;20235;4705;2970;1735;0
Backegårdsskolan F-6;0;Flicka;Grundskola;2025;9;98560;82770;15790;8690;7100;0
Backegårdsskolan F-6;0;Pojke;Grundskola;2025;9;61235;57575;3540;3275;265;120
Backegårdsskolan F-6;0;Pojke;Grundskola;2025;10;59670;54595;4425;4105;320;650
Backegårdsskolan F-6;0;Flicka;Grundskola;2025;10;92820;80623;11352;7785;3567;845
Backegårdsskolan F-6;0;Pojke;Grundskola;2025;11;66510;61755;3460;3130;330;1295
Backegårdsskolan F-6;0;Flicka;Grundskola;2025;11;98295;87890;8000;5335;2665;2405
Backegårdsskolan F-6;0;Pojke;Grundskola;2025;12;47250;41155;5575;5345;230;520
Backegårdsskolan F-6;0;Flicka;Grundskola;2025;12;68250;59560;7780;7715;65;910
Backegårdsskolan F-6;0;Flicka;Grundskola;2026;1;79880;62150;17730;16205;1525;0
Backegårdsskolan F-6;0;Pojke;Grundskola;2026;1;61965;49476;12204;9390;2814;285
Backegårdsskolan F-6;0;Pojke;Grundskola;2026;2;50610;40535;10075;7500;2575;0
Backegårdsskolan F-6;0;Flicka;Grundskola;2026;2;65070;53610;11460;11115;345;0
Backegårdsskolan F-6;0;Flicka;Grundskola;2026;3;89235;78250;10985;10215;770;0
Backegårdsskolan F-6;0;Pojke;Grundskola;2026;3;68630;57010;11620;8680;2940;0
Backegårdsskolan F-6;0;Pojke;Grundskola;2026;4;8200;7561;639;625;14;0
Backegårdsskolan F-6;0;Flicka;Grundskola;2026;4;10660;8835;1825;1825;0;0
Backegårdsskolan F-6;1;Flicka;Grundskola;2025;8;31030;23030;1500;1355;145;6500
Backegårdsskolan F-6;1;Pojke;Grundskola;2025;8;32335;25585;1345;1125;220;5405
Backegårdsskolan F-6;1;Flicka;Grundskola;2025;9;91460;80315;3145;3140;5;8000
Backegårdsskolan F-6;1;Pojke;Grundskola;2025;9;88410;75193;5182;4917;265;8035
Backegårdsskolan F-6;1;Pojke;Grundskola;2025;10;86920;76488;6272;6210;62;4160
Backegårdsskolan F-6;1;Flicka;Grundskola;2025;10;86540;78090;3410;3395;15;5040
Backegårdsskolan F-6;1;Pojke;Grundskola;2025;11;100905;93033;7242;6865;377;630
Backegårdsskolan F-6;1;Flicka;Grundskola;2025;11;91480;86830;4080;4020;60;570
Backegårdsskolan F-6;1;Pojke;Grundskola;2025;12;72105;62698;8377;8185;192;1030
Backegårdsskolan F-6;1;Flicka;Grundskola;2025;12;65190;56259;7986;7915;71;945
Backegårdsskolan F-6;1;Flicka;Grundskola;2026;1;74575;61773;10157;9900;257;2645
Backegårdsskolan F-6;1;Pojke;Grundskola;2026;1;82175;63933;14992;11060;3932;3250
Backegårdsskolan F-6;1;Pojke;Grundskola;2026;2;67215;54916;9199;6080;3119;3100
Backegårdsskolan F-6;1;Flicka;Grundskola;2026;2;63750;53921;6849;6325;524;2980
Backegårdsskolan F-6;1;Flicka;Grundskola;2026;3;87660;74977;11118;10660;458;1565
Backegårdsskolan F-6;1;Pojke;Grundskola;2026;3;90875;74352;14823;12340;2483;1700
Backegårdsskolan F-6;1;Flicka;Grundskola;2026;4;9660;8270;510;510;0;880
Backegårdsskolan F-6;1;Pojke;Grundskola;2026;4;10160;7816;914;900;14;1430
Backegårdsskolan F-6;2;Pojke;Grundskola;2025;8;43475;29985;5150;3880;1270;8340
Backegårdsskolan F-6;2;Flicka;Grundskola;2025;8;45370;32925;1110;1090;20;11335
Backegårdsskolan F-6;2;Flicka;Grundskola;2025;9;97180;73625;3560;3400;160;19995
Backegårdsskolan F-6;2;Pojke;Grundskola;2025;9;98130;70140;12200;5985;6215;15790
Backegårdsskolan F-6;2;Flicka;Grundskola;2025;10;91100;76785;2145;1965;180;12170
Backegårdsskolan F-6;2;Pojke;Grundskola;2025;10;96000;71940;13625;7090;6535;10435
Backegårdsskolan F-6;2;Flicka;Grundskola;2025;11;100960;82531;3944;3530;414;14485
Backegårdsskolan F-6;2;Pojke;Grundskola;2025;11;103460;79945;11805;8235;3570;11710
Backegårdsskolan F-6;2;Pojke;Grundskola;2025;12;70440;55050;6795;6795;0;8595
Backegårdsskolan F-6;2;Flicka;Grundskola;2025;12;71760;55645;5360;4980;380;10755
Backegårdsskolan F-6;2;Flicka;Grundskola;2026;1;82690;67360;12010;10405;1605;3320
Backegårdsskolan F-6;2;Pojke;Grundskola;2026;1;77460;65315;8225;8095;130;3920
Backegårdsskolan F-6;2;Flicka;Grundskola;2026;2;70950;60435;7835;7605;230;2680
Backegårdsskolan F-6;2;Pojke;Grundskola;2026;2;63020;53415;7005;7005;0;2600
Backegårdsskolan F-6;2;Pojke;Grundskola;2026;3;83760;72930;7910;7570;340;2920
Backegårdsskolan F-6;2;Flicka;Grundskola;2026;3;95120;85375;7225;6665;560;2520
Backegårdsskolan F-6;2;Pojke;Grundskola;2026;4;9400;6930;1530;1275;255;940
Backegårdsskolan F-6;2;Flicka;Grundskola;2026;4;9770;8515;335;280;55;920
Backegårdsskolan F-6;3;Flicka;Grundskola;2025;8;27405;22080;2605;1100;1505;2720
Backegårdsskolan F-6;3;Pojke;Grundskola;2025;8;55775;42495;9200;5960;3240;4080
Backegårdsskolan F-6;3;Flicka;Grundskola;2025;9;56840;55115;845;725;120;880
Backegårdsskolan F-6;3;Pojke;Grundskola;2025;9;108665;102305;5500;4900;600;860
Backegårdsskolan F-6;3;Pojke;Grundskola;2025;10;99570;92760;6810;6630;180;0
Backegårdsskolan F-6;3;Flicka;Grundskola;2025;10;54610;52977;1633;1365;268;0
Backegårdsskolan F-6;3;Pojke;Grundskola;2025;11;107005;98260;7865;7190;675;880
Backegårdsskolan F-6;3;Flicka;Grundskola;2025;11;60800;59086;1074;945;129;640
Backegårdsskolan F-6;3;Pojke;Grundskola;2025;12;75675;69315;2800;2565;235;3560
Backegårdsskolan F-6;3;Flicka;Grundskola;2025;12;43200;40985;575;495;80;1640
Backegårdsskolan F-6;3;Flicka;Grundskola;2026;1;50940;42565;3780;3755;25;4595
Backegårdsskolan F-6;3;Pojke;Grundskola;2026;1;82480;66040;6085;5665;420;10355
Backegårdsskolan F-6;3;Flicka;Grundskola;2026;2;40140;31720;1460;1460;0;6960
Backegårdsskolan F-6;3;Pojke;Grundskola;2026;2;67210;47815;4305;4185;120;15090
Backegårdsskolan F-6;3;Flicka;Grundskola;2026;3;54660;48185;2815;2805;10;3660
Backegårdsskolan F-6;3;Pojke;Grundskola;2026;3;92540;74040;9940;9340;600;8560
Backegårdsskolan F-6;3;Flicka;Grundskola;2026;4;6520;3310;0;0;0;3210
Backegårdsskolan F-6;3;Pojke;Grundskola;2026;4;10570;5000;370;250;120;5200
Backegårdsskolan F-6;4;Pojke;Grundskola;2025;8;34940;29155;985;975;10;4800
Backegårdsskolan F-6;4;Flicka;Grundskola;2025;8;54785;38555;8715;7380;1335;7515
Backegårdsskolan F-6;4;Flicka;Grundskola;2025;9;128830;109310;8420;7945;475;11100
Backegårdsskolan F-6;4;Pojke;Grundskola;2025;9;82920;70425;4990;4500;490;7505
Backegårdsskolan F-6;4;Pojke;Grundskola;2025;10;74940;64504;7281;6462;819;3155
Backegårdsskolan F-6;4;Flicka;Grundskola;2025;10;117215;108477;3873;3420;453;4865
Backegårdsskolan F-6;4;Flicka;Grundskola;2025;11;130655;120644;5946;5855;91;4065
Backegårdsskolan F-6;4;Pojke;Grundskola;2025;11;83715;72954;8051;7140;911;2710
Backegårdsskolan F-6;4;Flicka;Grundskola;2025;12;92895;80117;3598;3515;83;9180
Backegårdsskolan F-6;4;Pojke;Grundskola;2025;12;63350;50653;6557;5585;972;6140
Backegårdsskolan F-6;4;Pojke;Grundskola;2026;1;58460;45669;8276;6645;1631;4515
Backegårdsskolan F-6;4;Flicka;Grundskola;2026;1;105760;89868;9537;8620;917;6355
Backegårdsskolan F-6;4;Pojke;Grundskola;2026;2;50465;42830;6485;5570;915;1150
Backegårdsskolan F-6;4;Flicka;Grundskola;2026;2;86985;77835;7305;7225;80;1845
Backegårdsskolan F-6;4;Pojke;Grundskola;2026;3;68565;58324;8101;7455;646;2140
Backegårdsskolan F-6;4;Flicka;Grundskola;2026;3;117460;100493;13202;12613;589;3765
Backegårdsskolan F-6;4;Flicka;Grundskola;2026;4;13550;13185;365;250;115;0
Backegårdsskolan F-6;4;Pojke;Grundskola;2026;4;7315;6110;1025;960;65;180
Backegårdsskolan F-6;5;Pojke;Grundskola;2025;8;52165;44621;4839;3125;1714;2705
Backegårdsskolan F-6;5;Flicka;Grundskola;2025;8;44490;37651;4804;2695;2109;2035
Backegårdsskolan F-6;5;Pojke;Grundskola;2025;9;99280;86396;6744;4850;1894;6140
Backegårdsskolan F-6;5;Flicka;Grundskola;2025;9;99920;88448;4937;4575;362;6535
Backegårdsskolan F-6;5;Pojke;Grundskola;2025;10;92530;82541;5874;3700;2174;4115
Backegårdsskolan F-6;5;Flicka;Grundskola;2025;10;92310;83990;4345;4135;210;3975
Backegårdsskolan F-6;5;Pojke;Grundskola;2025;11;100395;88827;8103;6300;1803;3465
Backegårdsskolan F-6;5;Flicka;Grundskola;2025;11;102640;92625;6560;6195;365;3455
Backegårdsskolan F-6;5;Pojke;Grundskola;2025;12;68695;59569;3681;3300;381;5445
Backegårdsskolan F-6;5;Flicka;Grundskola;2025;12;72795;61266;5919;5595;324;5610
Backegårdsskolan F-6;5;Pojke;Grundskola;2026;1;82620;68476;10699;9880;819;3445
Backegårdsskolan F-6;5;Flicka;Grundskola;2026;1;83755;67014;13206;8135;5071;3535
Backegårdsskolan F-6;5;Pojke;Grundskola;2026;2;67865;56451;8594;8039;555;2820
Backegårdsskolan F-6;5;Flicka;Grundskola;2026;2;68465;57402;8263;4345;3918;2800
Backegårdsskolan F-6;5;Flicka;Grundskola;2026;3;86520;72705;9385;5575;3810;4430
Backegårdsskolan F-6;5;Pojke;Grundskola;2026;3;92320;75541;12934;12020;914;3845
Backegårdsskolan F-6;5;Pojke;Grundskola;2026;4;9780;7491;1309;1280;29;980
Backegårdsskolan F-6;5;Flicka;Grundskola;2026;4;8590;6837;803;795;8;950
Backegårdsskolan F-6;6;Pojke;Grundskola;2025;8;45915;36081;1044;855;189;8790
Backegårdsskolan F-6;6;Flicka;Grundskola;2025;8;43005;32638;1567;1505;62;8800
Backegårdsskolan F-6;6;Pojke;Grundskola;2025;9;98230;78400;9580;8730;850;10250
Backegårdsskolan F-6;6;Flicka;Grundskola;2025;9;90085;72666;7129;6550;579;10290
Backegårdsskolan F-6;6;Pojke;Grundskola;2025;10;92150;83357;6208;5640;568;2585
Backegårdsskolan F-6;6;Flicka;Grundskola;2025;10;79490;69083;8557;8155;402;1850
Backegårdsskolan F-6;6;Flicka;Grundskola;2025;11;88040;77688;4102;3705;397;6250
Backegårdsskolan F-6;6;Pojke;Grundskola;2025;11;101960;89742;5958;4554;1404;6260
Backegårdsskolan F-6;6;Flicka;Grundskola;2025;12;62720;46419;6941;6705;236;9360
